G,R,X,Y,GR,UID,TR,qw,qb,X_count,Y_count,Y_count_resolve,First 200,,,,,,MW,MB,FW,FB
M,W,0.10146208,-0.148241336,MW,280,W,0,0,-0.926954639,-1.21032477,-0.368285295,0,,,,,,1,0,0,0
M,B,-0.1955213,-0.223892709,MB,872,B,0,1,-1.223938019,-1.210356923,-0.368317448,0,,,,,,0,1,0,0
M,W,-0.404387144,-0.148892889,MW,1558,W,0,0,-1.432803863,-1.210976323,-0.368936848,0,,,,,,1,0,0,0
M,W,-0.212279164,-0.149019094,MW,877,W,0,0,-1.240695883,-1.211102529,-0.369063053,0,,,,,,1,0,0,0
M,W,-0.186856266,-0.150802957,MW,1292,W,0,0,-1.215272984,-1.212886392,-0.370846917,0,,,,,,1,0,0,0
M,B,-0.296511329,-0.2272426,MB,997,B,0,1,-1.324928048,-1.213706814,-0.371667339,0,,,,,,0,1,0,0
M,W,-0.028472178,-0.15183027,MW,1899,W,0,0,-1.056888896,-1.213913705,-0.371874229,0,,,,,,1,0,0,0
M,W,-0.103799388,-0.15274025,MW,812,W,0,0,-1.132216107,-1.214823684,-0.372784209,0,,,,,,1,0,0,0
M,W,-0.233978678,-0.153083682,MW,1425,W,0,0,-1.262395397,-1.215167117,-0.373127642,0,,,,,,1,0,0,0
M,B,-0.296552535,-0.228722977,MB,1605,B,0,1,-1.324969254,-1.215187192,-0.373147717,0,,,,,,0,1,0,0
M,W,0.013888719,-0.153278443,MW,1414,W,0,0,-1.014528,-1.215361877,-0.373322402,0,,,,,,1,0,0,0
M,B,-0.330153623,-0.229442191,MB,549,B,0,1,-1.358570342,-1.215906405,-0.37386693,0,,,,,,0,1,0,0
M,B,0.014849317,-0.229692562,MB,908,B,0,1,-1.013567402,-1.216156776,-0.374117301,0,,,,,,0,1,0,0
F,W,-1.194067207,-1.109203727,FW,1239,W,0,0,-1.194067207,-1.216351961,-1.216351961,0,,,,,,0,0,1,0
M,W,-0.104207352,-0.155618945,MW,1753,W,0,0,-1.132624071,-1.217702379,-0.375662904,0,,,,,,1,0,0,0
M,B,-0.110037619,-0.231528826,MB,1116,B,0,1,-1.138454338,-1.21799304,-0.375953565,0,,,,,,0,1,0,0
M,B,-0.102587959,-0.231585746,MB,632,B,0,1,-1.131004678,-1.21804996,-0.376010485,0,,,,,,0,1,0,0
M,B,-0.059773682,-0.232527644,MB,1181,B,0,1,-1.088190401,-1.218991858,-0.376952383,0,,,,,,0,1,0,0
M,W,-0.427434593,-0.157068705,MW,1847,W,0,0,-1.455851312,-1.219152139,-0.377112664,0,,,,,,1,0,0,0
M,W,-0.034537443,-0.159637729,MW,777,W,0,0,-1.062954162,-1.221721164,-0.379681688,0,,,,,,1,0,0,0
M,W,-0.233712673,-0.159903441,MW,1363,W,0,0,-1.262129392,-1.221986875,-0.3799474,0,,,,,,1,0,0,0
F,W,-1.375488715,-1.11533861,FW,1553,W,0,0,-1.375488715,-1.222486844,-1.222486844,0,,,,,,0,0,1,0
M,W,-0.377336647,-0.160704274,MW,1637,W,0,0,-1.405753366,-1.222787708,-0.380748233,0,,,,,,1,0,0,0
F,W,-1.318332319,-1.115692054,FW,4,W,0,0,-1.318332319,-1.222840288,-1.222840288,1,,,,,,0,0,1,0
M,W,-0.240080945,-0.161133626,MW,788,W,0,0,-1.268497664,-1.22321706,-0.381177585,0,,,,,,1,0,0,0
F,W,-0.971556493,-1.116101544,FW,622,W,0,0,-0.971556493,-1.223249778,-1.223249778,0,,,,,,0,0,1,0
M,W,-0.386632371,-0.165734187,MW,1695,W,0,0,-1.41504909,-1.227817622,-0.385778146,0,,,,,,1,0,0,0
M,B,-0.205852431,-0.242270588,MB,1149,B,0,1,-1.23426915,-1.228734803,-0.386695328,0,,,,,,0,1,0,0
M,W,-0.061492937,-0.167028526,MW,1559,W,0,0,-1.089909656,-1.229111961,-0.387072485,0,,,,,,1,0,0,0
M,W,-0.241616411,-0.167345547,MW,1567,W,0,0,-1.270033129,-1.229428981,-0.387389506,0,,,,,,1,0,0,0
M,W,-0.258423051,-0.168271775,MW,1802,W,0,0,-1.28683977,-1.23035521,-0.388315734,0,,,,,,1,0,0,0
M,W,-0.420696589,-0.168341885,MW,1659,W,0,0,-1.449113308,-1.23042532,-0.388385844,0,,,,,,1,0,0,0
M,W,-0.174709874,-0.168362967,MW,425,W,0,0,-1.203126592,-1.230446401,-0.388406926,0,,,,,,1,0,0,0
F,W,-1.079303421,-1.124912239,FW,815,W,0,0,-1.079303421,-1.232060473,-1.232060473,0,,,,,,0,0,1,0
M,W,-0.192541376,-0.170070138,MW,933,W,0,0,-1.220958095,-1.232153573,-0.390114098,0,,,,,,1,0,0,0
F,W,-1.325250495,-1.125874972,FW,1862,W,0,0,-1.325250495,-1.233023206,-1.233023206,0,,,,,,0,0,1,0
M,W,-0.095636299,-0.172316194,MW,1603,W,0,0,-1.124053018,-1.234399628,-0.392360153,0,,,,,,1,0,0,0
F,W,-1.302509244,-1.127929062,FW,1872,W,0,0,-1.302509244,-1.235077296,-1.235077296,0,,,,,,0,0,1,0
M,W,-0.169767644,-0.174449844,MW,647,W,0,0,-1.198184363,-1.236533279,-0.394493803,0,,,,,,1,0,0,0
M,W,-0.301187341,-0.174685933,MW,1910,W,0,0,-1.32960406,-1.236769368,-0.394729892,0,,,,,,1,0,0,0
M,B,-0.276516414,-0.250461745,MB,1831,B,0,1,-1.304933133,-1.236925959,-0.394886484,0,,,,,,0,1,0,0
M,W,-0.226101647,-0.176749968,MW,240,W,0,0,-1.254518366,-1.238833403,-0.396793927,0,,,,,,1,0,0,0
M,W,-0.099603367,-0.178296809,MW,994,W,0,0,-1.128020086,-1.240380244,-0.398340769,0,,,,,,1,0,0,0
F,W,-1.034400841,-1.133458921,FW,542,W,0,0,-1.034400841,-1.240607155,-1.240607155,0,,,,,,0,0,1,0
M,B,-0.205561951,-0.254568788,MB,748,B,0,1,-1.23397867,-1.241033002,-0.398993527,0,,,,,,0,1,0,0
F,W,-1.407870059,-1.134411531,FW,784,W,0,0,-1.407870059,-1.241559765,-1.241559765,0,,,,,,0,0,1,0
M,B,-0.12283615,-0.256182452,MB,966,B,0,1,-1.151252869,-1.242646666,-0.400607191,0,,,,,,0,1,0,0
M,W,-0.285801289,-0.185846868,MW,1648,W,0,0,-1.314218008,-1.247930302,-0.405890827,0,,,,,,1,0,0,0
M,W,-0.141152455,-0.185858646,MW,568,W,0,0,-1.169569174,-1.247942081,-0.405902605,0,,,,,,1,0,0,0
M,W,-0.190065377,-0.187294485,MW,1562,W,0,0,-1.218482096,-1.249377919,-0.407338444,0,,,,,,1,0,0,0
M,W,-0.287836239,-0.188143566,MW,775,W,0,0,-1.316252958,-1.250227001,-0.408187526,0,,,,,,1,0,0,0
M,W,-0.363642523,-0.190428246,MW,685,W,0,0,-1.392059242,-1.25251168,-0.410472205,0,,,,,,1,0,0,0
M,B,-0.320764741,-0.267490477,MB,820,B,0,1,-1.34918146,-1.253954691,-0.411915216,0,,,,,,0,1,0,0
M,W,-0.051101174,-0.192560694,MW,796,W,0,0,-1.079517893,-1.254644129,-0.412604653,0,,,,,,1,0,0,0
M,B,-0.250324631,-0.268659256,MB,921,B,0,1,-1.27874135,-1.25512347,-0.413083995,0,,,,,,0,1,0,0
M,W,-0.232070717,-0.193837045,MW,1545,W,0,0,-1.260487436,-1.25592048,-0.413881004,0,,,,,,1,0,0,0
M,B,-0.062892605,-0.269527668,MB,857,B,0,1,-1.091309324,-1.255991883,-0.413952407,0,,,,,,0,1,0,0
M,B,-0.225162303,-0.271304821,MB,854,B,0,1,-1.253579022,-1.257769035,-0.41572956,0,,,,,,0,1,0,0
M,W,-0.440361913,-0.196558659,MW,178,W,0,0,-1.468778632,-1.258642093,-0.416602618,1,,,,,,1,0,0,0
F,B,-1.29377288,-1.260609291,FB,736,B,0,1,-1.29377288,-1.260609291,-1.260609291,0,,,,,,0,0,0,1
M,W,-0.255714847,-0.198710302,MW,907,W,0,0,-1.284131565,-1.260793737,-0.418754261,0,,,,,,1,0,0,0
M,B,-0.204834007,-0.274532699,MB,645,B,0,1,-1.233250726,-1.260996914,-0.418957439,0,,,,,,0,1,0,0
M,B,0.00216742,-0.274648133,MB,1935,B,0,1,-1.026249299,-1.261112348,-0.419072873,0,,,,,,0,1,0,0
M,B,-0.3257854,-0.275498842,MB,1977,B,0,1,-1.354202119,-1.261963056,-0.419923581,0,,,,,,0,1,0,0
M,W,-0.316546797,-0.20014724,MW,611,W,0,0,-1.344963516,-1.262230675,-0.4201912,0,,,,,,1,0,0,0
M,W,-0.157516095,-0.200162089,MW,1151,W,0,0,-1.185932814,-1.262245523,-0.420206048,0,,,,,,1,0,0,0
M,W,-0.142015914,-0.200455122,MW,1894,W,0,0,-1.170432633,-1.262538556,-0.420499081,0,,,,,,1,0,0,0
M,B,-0.113965611,-0.276821707,MB,599,B,0,1,-1.14238233,-1.263285921,-0.421246446,0,,,,,,0,1,0,0
M,W,-0.476555403,-0.201481085,MW,766,W,0,0,-1.504972122,-1.26356452,-0.421525044,0,,,,,,1,0,0,0
F,W,-1.24917329,-1.156556748,FW,1960,W,0,0,-1.24917329,-1.263704982,-1.263704982,0,,,,,,0,0,1,0
F,W,-1.034884687,-1.157117432,FW,314,W,0,0,-1.034884687,-1.264265666,-1.264265666,0,,,,,,0,0,1,0
M,B,-0.200210098,-0.278361295,MB,328,B,0,1,-1.228626816,-1.26482551,-0.422786034,0,,,,,,0,1,0,0
M,B,-0.33624871,-0.279112199,MB,460,B,0,1,-1.364665429,-1.265576413,-0.423536938,0,,,,,,0,1,0,0
F,W,-1.361415643,-1.160571515,FW,842,W,0,0,-1.361415643,-1.267719749,-1.267719749,0,,,,,,0,0,1,0
M,B,-0.104669183,-0.283344786,MB,291,B,0,1,-1.133085902,-1.269809001,-0.427769526,0,,,,,,0,1,0,0
F,B,-1.36188621,-1.270336317,FB,735,B,0,1,-1.36188621,-1.270336317,-1.270336317,0,,,,,,0,0,0,1
M,W,-0.212603215,-0.20838203,MW,850,W,0,0,-1.241019934,-1.270465464,-0.428425989,0,,,,,,1,0,0,0
M,W,-0.137957011,-0.211146148,MW,170,W,0,0,-1.16637373,-1.273229583,-0.431190107,1,,,,,,1,0,0,0
M,W,-0.307333662,-0.213567973,MW,131,W,0,0,-1.335750381,-1.275651407,-0.433611932,1,,,,,,1,0,0,0
F,B,-1.421294771,-1.276008754,FB,250,B,0,1,-1.421294771,-1.276008754,-1.276008754,0,,,,,,0,0,0,1
M,W,-0.341906983,-0.214211644,MW,1692,W,0,0,-1.370323702,-1.276295078,-0.434255603,0,,,,,,1,0,0,0
M,W,-0.025383302,-0.214992215,MW,1466,W,0,0,-1.053800021,-1.277075649,-0.435036174,0,,,,,,1,0,0,0
M,W,-0.119545594,-0.216050314,MW,27,W,0,0,-1.147962313,-1.278133748,-0.436094273,1,,,,,,1,0,0,0
F,B,-1.024108689,-1.279447801,FB,1591,B,0,1,-1.024108689,-1.279447801,-1.279447801,0,,,,,,0,0,0,1
F,W,-1.348796228,-1.172387502,FW,1850,W,0,0,-1.348796228,-1.279535736,-1.279535736,0,,,,,,0,0,1,0
M,W,-0.271044152,-0.217637797,MW,1120,W,0,0,-1.299460871,-1.279721231,-0.437681756,0,,,,,,1,0,0,0
M,W,-0.206865974,-0.219725192,MW,1598,W,0,0,-1.235282693,-1.281808627,-0.439769152,0,,,,,,1,0,0,0
M,W,-0.400886964,-0.219764555,MW,1857,W,0,0,-1.429303683,-1.281847989,-0.439808514,0,,,,,,1,0,0,0
M,B,-0.504536316,-0.295431719,MB,473,B,0,1,-1.532953035,-1.281895934,-0.439856458,0,,,,,,0,1,0,0
M,W,-0.240740682,-0.220428632,MW,143,W,0,0,-1.269157401,-1.282512066,-0.440472591,1,,,,,,1,0,0,0
M,B,-0.474783869,-0.29673659,MB,1876,B,0,1,-1.503200588,-1.283200804,-0.441161329,0,,,,,,0,1,0,0
M,B,-0.276197287,-0.296791711,MB,475,B,0,1,-1.304614005,-1.283255925,-0.44121645,0,,,,,,0,1,0,0
M,B,-0.545410809,-0.29725083,MB,769,B,0,1,-1.573827528,-1.283715044,-0.441675569,0,,,,,,0,1,0,0
M,W,-0.071563535,-0.221656365,MW,1916,W,0,0,-1.099980254,-1.283739799,-0.441700324,0,,,,,,1,0,0,0
M,W,-0.481475968,-0.224389236,MW,1367,W,0,0,-1.509892687,-1.28647267,-0.444433195,0,,,,,,1,0,0,0
M,B,-0.04808224,-0.301212803,MB,1033,B,0,1,-1.076498959,-1.287677018,-0.445637543,0,,,,,,0,1,0,0
F,B,-1.647020992,-1.29047862,FB,829,B,0,1,-1.647020992,-1.29047862,-1.29047862,0,,,,,,0,0,0,1
M,W,-0.451671996,-0.228553409,MW,1242,W,0,0,-1.480088715,-1.290636843,-0.448597368,0,,,,,,1,0,0,0
M,W,-0.342328773,-0.228774728,MW,310,W,0,0,-1.370745492,-1.290858162,-0.448818687,0,,,,,,1,0,0,0
F,W,-1.335486745,-1.184083923,FW,122,W,0,0,-1.335486745,-1.291232157,-1.291232157,1,,,,,,0,0,1,0
M,W,-0.323504148,-0.229703427,MW,338,W,0,0,-1.351920867,-1.291786861,-0.449747386,0,,,,,,1,0,0,0
M,B,-0.069659432,-0.30623643,MB,614,B,0,1,-1.098076151,-1.292700644,-0.450661169,0,,,,,,0,1,0,0
F,W,-1.552817461,-1.18642211,FW,1375,W,0,0,-1.552817461,-1.293570344,-1.293570344,0,,,,,,0,0,1,0
M,W,-0.392884003,-0.231864128,MW,785,W,0,0,-1.421300722,-1.293947562,-0.451908087,0,,,,,,1,0,0,0
M,W,-0.420437188,-0.23320313,MW,1019,W,0,0,-1.448853907,-1.295286564,-0.453247089,0,,,,,,1,0,0,0
M,W,-0.2086028,-0.23455201,MW,689,W,0,0,-1.237019519,-1.296635444,-0.454595969,0,,,,,,1,0,0,0
M,B,-0.048139863,-0.310276144,MB,731,B,0,1,-1.076556582,-1.296740359,-0.454700884,0,,,,,,0,1,0,0
F,W,-1.287703127,-1.192371435,FW,1498,W,0,0,-1.287703127,-1.299519669,-1.299519669,0,,,,,,0,0,1,0
M,W,-0.090531748,-0.237466174,MW,1974,W,0,0,-1.118948467,-1.299549608,-0.457510133,0,,,,,,1,0,0,0
F,W,-1.390384132,-1.19244596,FW,741,W,0,0,-1.390384132,-1.299594194,-1.299594194,0,,,,,,0,0,1,0
M,W,-0.401303572,-0.239958653,MW,502,W,0,0,-1.429720291,-1.302042087,-0.460002612,0,,,,,,1,0,0,0
F,B,-1.479989679,-1.303726359,FB,1087,B,0,1,-1.479989679,-1.303726359,-1.303726359,0,,,,,,0,0,0,1
M,W,-0.480000056,-0.242634285,MW,1628,W,0,0,-1.508416774,-1.304717719,-0.462678244,0,,,,,,1,0,0,0
M,B,-0.298121442,-0.318748484,MB,249,B,0,1,-1.32653816,-1.305212698,-0.463173223,0,,,,,,0,1,0,0
M,B,-0.444788,-0.319411156,MB,993,B,0,1,-1.473204719,-1.30587537,-0.463835895,0,,,,,,0,1,0,0
M,W,-0.321327007,-0.244423154,MW,443,W,0,0,-1.349743726,-1.306506588,-0.464467113,0,,,,,,1,0,0,0
F,W,-1.359566601,-1.200052546,FW,952,W,0,0,-1.359566601,-1.30720078,-1.30720078,0,,,,,,0,0,1,0
M,W,-0.223874806,-0.245798554,MW,1046,W,0,0,-1.252291525,-1.307881988,-0.465842513,0,,,,,,1,0,0,0
F,W,-1.345873654,-1.201175053,FW,1441,W,0,0,-1.345873654,-1.308323287,-1.308323287,0,,,,,,0,0,1,0
F,W,-1.619897328,-1.201414154,FW,1994,W,0,0,-1.619897328,-1.308562388,-1.308562388,0,,,,,,0,0,1,0
F,W,-1.119401278,-1.202030582,FW,926,W,0,0,-1.119401278,-1.309178816,-1.309178816,0,,,,,,0,0,1,0
F,W,-1.165275229,-1.203228186,FW,990,W,0,0,-1.165275229,-1.31037642,-1.31037642,0,,,,,,0,0,1,0
M,W,-0.266785845,-0.248962739,MW,1228,W,0,0,-1.295202564,-1.311046174,-0.469006698,0,,,,,,1,0,0,0
F,W,-1.36191437,-1.205898044,FW,1589,W,0,0,-1.36191437,-1.313046278,-1.313046278,0,,,,,,0,0,1,0
F,W,-1.408226827,-1.206761214,FW,1315,W,0,0,-1.408226827,-1.313909448,-1.313909448,0,,,,,,0,0,1,0
F,B,-1.332835804,-1.317151707,FB,483,B,0,1,-1.332835804,-1.317151707,-1.317151707,0,,,,,,0,0,0,1
M,B,-0.332588974,-0.331800751,MB,293,B,0,1,-1.361005693,-1.318264965,-0.47622549,0,,,,,,0,1,0,0
M,W,-0.066885287,-0.256550755,MW,1119,W,0,0,-1.095302006,-1.31863419,-0.476594714,0,,,,,,1,0,0,0
M,W,-0.341753408,-0.258200386,MW,125,W,0,0,-1.370170127,-1.32028382,-0.478244345,1,,,,,,1,0,0,0
M,B,-0.412045415,-0.333927802,MB,1814,B,0,1,-1.440462134,-1.320392016,-0.478352541,0,,,,,,0,1,0,0
M,W,-0.288180082,-0.258511368,MW,1305,W,0,0,-1.316596801,-1.320594802,-0.478555327,0,,,,,,1,0,0,0
F,W,-1.637069337,-1.216370617,FW,1781,W,0,0,-1.637069337,-1.323518852,-1.323518852,0,,,,,,0,0,1,0
F,W,-1.27241413,-1.217116094,FW,564,W,0,0,-1.27241413,-1.324264328,-1.324264328,0,,,,,,0,0,1,0
M,B,-0.146560365,-0.338496431,MB,1810,B,0,1,-1.174977084,-1.324960645,-0.48292117,0,,,,,,0,1,0,0
F,W,-1.552623717,-1.218918923,FW,1557,W,0,0,-1.552623717,-1.326067157,-1.326067157,0,,,,,,0,0,1,0
M,B,-0.424749398,-0.339873797,MB,247,B,0,1,-1.453166117,-1.326338011,-0.484298536,0,,,,,,0,1,0,0
M,B,-0.220515843,-0.339943092,MB,773,B,0,1,-1.248932562,-1.326407306,-0.484367831,0,,,,,,0,1,0,0
M,W,-0.180790527,-0.267918707,MW,809,W,0,0,-1.209207246,-1.330002142,-0.487962667,0,,,,,,1,0,0,0
M,B,-0.173950881,-0.343922668,MB,1971,B,0,1,-1.2023676,-1.330386883,-0.488347408,0,,,,,,0,1,0,0
F,W,-1.195331253,-1.22417634,FW,1523,W,0,0,-1.195331253,-1.331324574,-1.331324574,0,,,,,,0,0,1,0
M,B,-0.38694716,-0.345017135,MB,1415,B,0,1,-1.415363879,-1.331481349,-0.489441874,0,,,,,,0,1,0,0
M,W,-0.218917223,-0.272148252,MW,1205,W,0,0,-1.247333942,-1.334231687,-0.492192212,0,,,,,,1,0,0,0
M,B,-0.294449272,-0.347823094,MB,1725,B,0,1,-1.322865991,-1.334287308,-0.492247833,0,,,,,,0,1,0,0
M,B,-0.423573897,-0.349217717,MB,1260,B,0,1,-1.451990616,-1.335681931,-0.493642456,0,,,,,,0,1,0,0
M,B,-0.413587807,-0.349306825,MB,1387,B,0,1,-1.442004526,-1.335771039,-0.493731564,0,,,,,,0,1,0,0
M,W,-0.447927533,-0.273989642,MW,972,W,0,0,-1.476344252,-1.336073076,-0.494033601,0,,,,,,1,0,0,0
M,B,-0.384502558,-0.350275065,MB,1160,B,0,1,-1.412919277,-1.33673928,-0.494699805,0,,,,,,0,1,0,0
F,W,-1.54869562,-1.23098839,FW,539,W,0,0,-1.54869562,-1.338136624,-1.338136624,0,,,,,,0,0,1,0
M,W,-0.339317224,-0.276138396,MW,130,W,0,0,-1.367733943,-1.33822183,-0.496182355,1,,,,,,1,0,0,0
F,B,-1.385036646,-1.341901146,FB,1170,B,0,1,-1.385036646,-1.341901146,-1.341901146,0,,,,,,0,0,0,1
M,W,-0.420563074,-0.280086806,MW,461,W,0,0,-1.448979793,-1.342170241,-0.500130766,0,,,,,,1,0,0,0
F,W,-1.522091975,-1.235147674,FW,218,W,0,0,-1.522091975,-1.342295908,-1.342295908,0,,,,,,0,0,1,0
F,B,-1.316086465,-1.343158567,FB,693,B,0,1,-1.316086465,-1.343158567,-1.343158567,0,,,,,,0,0,0,1
F,W,-1.342832275,-1.237033063,FW,1161,W,0,0,-1.342832275,-1.344181297,-1.344181297,0,,,,,,0,0,1,0
M,W,-0.367687915,-0.282821154,MW,1842,W,0,0,-1.396104634,-1.344904588,-0.502865113,0,,,,,,1,0,0,0
M,W,-0.170278352,-0.283176989,MW,1350,W,0,0,-1.198695071,-1.345260424,-0.503220949,0,,,,,,1,0,0,0
F,B,-1.410321523,-1.346527181,FB,1799,B,0,1,-1.410321523,-1.346527181,-1.346527181,0,,,,,,0,0,0,1
F,W,-1.308804472,-1.240822122,FW,188,W,0,0,-1.308804472,-1.347970356,-1.347970356,1,,,,,,0,0,1,0
M,W,-0.455878273,-0.285958224,MW,1677,W,0,0,-1.484294992,-1.348041658,-0.506002183,0,,,,,,1,0,0,0
M,W,-0.339764149,-0.286182141,MW,1604,W,0,0,-1.368180868,-1.348265575,-0.5062261,0,,,,,,1,0,0,0
F,B,-1.37332201,-1.348820566,FB,816,B,0,1,-1.37332201,-1.348820566,-1.348820566,0,,,,,,0,0,0,1
M,W,-0.364303339,-0.286979259,MW,831,W,0,0,-1.392720058,-1.349062694,-0.507023218,0,,,,,,1,0,0,0
M,B,-0.131992,-0.36334475,MB,1004,B,0,1,-1.160408719,-1.349808964,-0.507769489,0,,,,,,0,1,0,0
M,W,-0.205062086,-0.288056826,MW,1286,W,0,0,-1.233478805,-1.35014026,-0.508100785,0,,,,,,1,0,0,0
F,W,-1.180214614,-1.243689537,FW,65,W,0,0,-1.180214614,-1.350837771,-1.350837771,1,,,,,,0,0,1,0
M,W,-0.289549239,-0.289357395,MW,1396,W,0,0,-1.317965958,-1.351440829,-0.509401354,0,,,,,,1,0,0,0
M,W,-0.439743335,-0.289527078,MW,1064,W,0,0,-1.468160054,-1.351610512,-0.509571037,0,,,,,,1,0,0,0
M,W,-0.548552847,-0.289544396,MW,307,W,0,0,-1.576969565,-1.35162783,-0.509588355,0,,,,,,1,0,0,0
M,W,-0.117273699,-0.290040318,MW,575,W,0,0,-1.145690418,-1.352123753,-0.510084277,0,,,,,,1,0,0,0
M,B,-0.327737747,-0.366506624,MB,1809,B,0,1,-1.356154466,-1.352970839,-0.510931364,0,,,,,,0,1,0,0
F,B,-1.566806673,-1.353141116,FB,1750,B,0,1,-1.566806673,-1.353141116,-1.353141116,0,,,,,,0,0,0,1
F,W,-1.104092603,-1.246236707,FW,242,W,0,0,-1.104092603,-1.353384941,-1.353384941,0,,,,,,0,0,1,0
F,W,-1.53664655,-1.246782208,FW,1368,W,0,0,-1.53664655,-1.353930442,-1.353930442,0,,,,,,0,0,1,0
M,W,-0.196936078,-0.293355931,MW,591,W,0,0,-1.225352797,-1.355439366,-0.51339989,0,,,,,,1,0,0,0
M,B,-0.325496236,-0.369882961,MB,925,B,0,1,-1.353912955,-1.356347175,-0.5143077,0,,,,,,0,1,0,0
M,W,-0.248734666,-0.294386415,MW,1694,W,0,0,-1.277151384,-1.356469849,-0.514430374,0,,,,,,1,0,0,0
M,W,-0.352412141,-0.295394082,MW,964,W,0,0,-1.38082886,-1.357477517,-0.515438041,0,,,,,,1,0,0,0
F,B,-1.379992883,-1.35938807,FB,535,B,0,1,-1.379992883,-1.35938807,-1.35938807,0,,,,,,0,0,0,1
M,B,-0.295063558,-0.373424177,MB,1654,B,0,1,-1.323480277,-1.359888391,-0.517848916,0,,,,,,0,1,0,0
M,W,-0.535162679,-0.298294627,MW,1312,W,0,0,-1.563579398,-1.360378061,-0.518338586,0,,,,,,1,0,0,0
F,B,-1.257874891,-1.360668404,FB,1642,B,0,1,-1.257874891,-1.360668404,-1.360668404,0,,,,,,0,0,0,1
M,W,-0.484349208,-0.298617769,MW,230,W,0,0,-1.512765927,-1.360701203,-0.518661728,0,,,,,,1,0,0,0
F,B,-1.497635198,-1.362804761,FB,1595,B,0,1,-1.497635198,-1.362804761,-1.362804761,0,,,,,,0,0,0,1
M,B,-0.382779522,-0.377039488,MB,1267,B,0,1,-1.411196241,-1.363503703,-0.521464228,0,,,,,,0,1,0,0
M,W,-0.393352143,-0.301615166,MW,1298,W,0,0,-1.421768862,-1.3636986,-0.521659125,0,,,,,,1,0,0,0
M,W,-0.492076256,-0.301817142,MW,21,W,0,0,-1.520492975,-1.363900576,-0.521861101,1,,,,,,1,0,0,0
F,W,-1.372207012,-1.260286684,FW,841,W,0,0,-1.372207012,-1.367434918,-1.367434918,0,,,,,,0,0,1,0
F,W,-1.400001315,-1.260686332,FW,1841,W,0,0,-1.400001315,-1.367834566,-1.367834566,0,,,,,,0,0,1,0
M,W,-0.450397192,-0.306412939,MW,1476,W,0,0,-1.478813911,-1.368496373,-0.526456898,0,,,,,,1,0,0,0
M,W,-0.437372939,-0.306557673,MW,1547,W,0,0,-1.465789658,-1.368641107,-0.526601632,0,,,,,,1,0,0,0
M,B,-0.526564699,-0.382277521,MB,1406,B,0,1,-1.554981418,-1.368741735,-0.52670226,0,,,,,,0,1,0,0
M,B,-0.452971046,-0.382490532,MB,529,B,0,1,-1.481387765,-1.368954746,-0.526915271,0,,,,,,0,1,0,0
M,B,-0.450617539,-0.38275187,MB,287,B,0,1,-1.479034258,-1.369216085,-0.527176609,0,,,,,,0,1,0,0
M,B,-0.269681173,-0.383279867,MB,1009,B,0,1,-1.298097892,-1.369744081,-0.527704606,0,,,,,,0,1,0,0
F,W,-1.598370855,-1.264036046,FW,1996,W,0,0,-1.598370855,-1.37118428,-1.37118428,0,,,,,,0,0,1,0
M,W,-0.22932246,-0.30956634,MW,517,W,0,0,-1.257739179,-1.371649774,-0.529610299,0,,,,,,1,0,0,0
M,W,-0.448403362,-0.31214532,MW,1543,W,0,0,-1.476820081,-1.374228754,-0.532189279,0,,,,,,1,0,0,0
M,W,-0.545691444,-0.316134567,MW,1812,W,0,0,-1.574108162,-1.378218001,-0.536178526,0,,,,,,1,0,0,0
M,B,-0.42036387,-0.392167472,MB,294,B,0,1,-1.448780589,-1.378631687,-0.536592212,0,,,,,,0,1,0,0
F,W,-1.390346721,-1.271568681,FW,1631,W,0,0,-1.390346721,-1.378716915,-1.378716915,0,,,,,,0,0,1,0
M,B,-0.356260479,-0.393770066,MB,480,B,0,1,-1.384677198,-1.38023428,-0.538194805,0,,,,,,0,1,0,0
M,W,-0.320298218,-0.31858413,MW,982,W,0,0,-1.348714937,-1.380667564,-0.538628089,0,,,,,,1,0,0,0
M,W,-0.176711061,-0.319724646,MW,1745,W,0,0,-1.20512778,-1.38180808,-0.539768605,0,,,,,,1,0,0,0
F,W,-1.382373415,-1.274910627,FW,303,W,0,0,-1.382373415,-1.382058861,-1.382058861,0,,,,,,0,0,1,0
M,W,-0.35343222,-0.320991023,MW,1208,W,0,0,-1.381848939,-1.383074457,-0.541034982,0,,,,,,1,0,0,0
M,W,-0.221985325,-0.323242591,MW,196,W,0,0,-1.250402044,-1.385326026,-0.543286551,1,,,,,,1,0,0,0
M,B,-0.341763381,-0.400934061,MB,214,B,0,1,-1.3701801,-1.387398275,-0.5453588,0,,,,,,0,1,0,0
M,W,-0.340730763,-0.325366224,MW,618,W,0,0,-1.369147482,-1.387449659,-0.545410183,0,,,,,,1,0,0,0
F,W,-1.395971755,-1.280808253,FW,343,W,0,0,-1.395971755,-1.387956487,-1.387956487,0,,,,,,0,0,1,0
M,W,-0.202006375,-0.325898307,MW,142,W,0,0,-1.230423094,-1.387981741,-0.545942266,1,,,,,,1,0,0,0
F,W,-1.447029597,-1.281199861,FW,674,W,0,0,-1.447029597,-1.388348095,-1.388348095,0,,,,,,0,0,1,0
M,W,-0.501942988,-0.327276381,MW,813,W,0,0,-1.530359707,-1.389359815,-0.54732034,0,,,,,,1,0,0,0
